date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:33:32	191209/191209	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Jan%202023%2017:03:51%20GMT	https://clear2close.us/appraisal/	C:/My%20Web%20Sites/real%20estate/clear2close.us/appraisal/index.html	(from https://clear2close.us/)
22:33:32	230379/230379	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Jan%202023%2017:03:51%20GMT	https://clear2close.us/texas-endorsement-explained/	C:/My%20Web%20Sites/real%20estate/clear2close.us/texas-endorsement-explained/index.html	(from https://clear2close.us/)
22:33:33	50585/50585	---M--	200	added ('OK')	image/jpeg	etag:%2263035629-c599%22	https://clear2close.us/wp-content/uploads/2022/08/CLR-7003600.jpg	C:/My%20Web%20Sites/real%20estate/clear2close.us/wp-content/uploads/2022/08/CLR-7003600.jpg	(from https://clear2close.us/)
22:33:33	188691/188691	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Jan%202023%2017:03:53%20GMT	https://clear2close.us/appraisal-facts/	C:/My%20Web%20Sites/real%20estate/clear2close.us/appraisal-facts/index.html	(from https://clear2close.us/)
22:33:34	51676/51676	---M--	200	added ('OK')	image/jpeg	etag:%226303562c-c9dc%22	https://clear2close.us/wp-content/uploads/2022/08/CLR-70060.jpg	C:/My%20Web%20Sites/real%20estate/clear2close.us/wp-content/uploads/2022/08/CLR-70060.jpg	(from https://clear2close.us/)
22:33:34	190180/190180	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Jan%202023%2017:03:53%20GMT	https://clear2close.us/appraisal-fees/	C:/My%20Web%20Sites/real%20estate/clear2close.us/appraisal-fees/index.html	(from https://clear2close.us/)
22:33:34	184623/184623	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Jan%202023%2017:03:54%20GMT	https://clear2close.us/continuing-education/	C:/My%20Web%20Sites/real%20estate/clear2close.us/continuing-education/index.html	(from https://clear2close.us/)
22:33:35	74449/74449	---M--	200	added ('OK')	image/jpeg	etag:%226303562c-122d1%22	https://clear2close.us/wp-content/uploads/2022/08/continued-education.jpg	C:/My%20Web%20Sites/real%20estate/clear2close.us/wp-content/uploads/2022/08/continued-education.jpg	(from https://clear2close.us/)
22:33:36	188353/188353	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Jan%202023%2017:03:55%20GMT	https://clear2close.us/home-buyers-checklist/	C:/My%20Web%20Sites/real%20estate/clear2close.us/home-buyers-checklist/index.html	(from https://clear2close.us/)
22:33:37	163467/163467	---M--	200	added ('OK')	image/jpeg	etag:%22630356f7-27e8b%22	https://clear2close.us/wp-content/uploads/2022/08/home-about-us.jpg	C:/My%20Web%20Sites/real%20estate/clear2close.us/wp-content/uploads/2022/08/home-about-us.jpg	(from https://clear2close.us/)
22:33:37	188330/188330	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Jan%202023%2017:03:56%20GMT	https://clear2close.us/home-sellers-checklist/	C:/My%20Web%20Sites/real%20estate/clear2close.us/home-sellers-checklist/index.html	(from https://clear2close.us/)
22:33:37	180529/180529	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Jan%202023%2017:03:57%20GMT	https://clear2close.us/hoa-information-and-tips/	C:/My%20Web%20Sites/real%20estate/clear2close.us/hoa-information-and-tips/index.html	(from https://clear2close.us/)
22:33:37	1769/1769	---M--	200	added ('OK')	image/png	etag:%22630e71be-6e9%22	https://clear2close.us/wp-content/uploads/2022/08/logo-black.png	C:/My%20Web%20Sites/real%20estate/clear2close.us/wp-content/uploads/2022/08/logo-black.png	(from https://clear2close.us/)
22:33:38	36385638/36385638	---M--	200	added ('OK')	video/mp4	etag:%2263036621-22b3366%22	https://clear2close.us/wp-content/uploads/2022/08/production-ID_4770380.mp4	C:/My%20Web%20Sites/real%20estate/clear2close.us/wp-content/uploads/2022/08/production-ID_4770380.mp4	(from https://clear2close.us/)
22:33:39	314560/314560	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Jan%202023%2017:03:59%20GMT	https://clear2close.us/blog/	C:/My%20Web%20Sites/real%20estate/clear2close.us/blog/index.html	(from https://clear2close.us/)
22:33:39	196188/196188	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Jan%202023%2017:03:59%20GMT	https://clear2close.us/contact-us/	C:/My%20Web%20Sites/real%20estate/clear2close.us/contact-us/index.html	(from https://clear2close.us/)
22:33:41	210774/210774	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Jan%202023%2017:04:01%20GMT	https://clear2close.us/meet-the-team/	C:/My%20Web%20Sites/real%20estate/clear2close.us/meet-the-team/index.html	(from https://clear2close.us/)
22:33:42	249039/249039	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2004%20Jan%202023%2017:04:01%20GMT	https://clear2close.us/about-us	C:/My%20Web%20Sites/real%20estate/clear2close.us/about-us	(from https://clear2close.us/)
22:33:44	178146/178146	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Jan%202023%2017:04:04%20GMT	https://clear2close.us/locations/	C:/My%20Web%20Sites/real%20estate/clear2close.us/locations/index.html	(from https://clear2close.us/)
22:33:46	249039/249039	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2004%20Jan%202023%2017:04:06%20GMT	https://clear2close.us/services	C:/My%20Web%20Sites/real%20estate/clear2close.us/services	(from https://clear2close.us/)
22:33:47	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2004%20Jan%202023%2017:04:07%20GMT	https://clear2close.us/contact-us	C:/My%20Web%20Sites/real%20estate/clear2close.us/contact-us	(from https://clear2close.us/)
22:33:49	249039/249039	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2004%20Jan%202023%2017:04:09%20GMT	https://clear2close.us/faq	C:/My%20Web%20Sites/real%20estate/clear2close.us/faq	(from https://clear2close.us/)
22:33:50	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2004%20Jan%202023%2017:04:10%20GMT	https://clear2close.us/contact-us	C:/My%20Web%20Sites/real%20estate/clear2close.us/contact-us	(from https://clear2close.us/)
22:33:51	3951/3951	---M--	200	added ('OK')	image/png	etag:%2263031ef6-f6f%22	https://clear2close.us/wp-content/themes/click4corp-child-theme/images/click4corp-logo.png	C:/My%20Web%20Sites/real%20estate/clear2close.us/wp-content/themes/click4corp-child-theme/images/click4corp-logo.png	(from https://clear2close.us/)
22:33:51	15641/15641	---MCZ	200	added ('OK')	text/css	etag:W/%223f74fbf90fadcad6b6f1e773c91e06a1%22	https://hb.wpmucdn.com/clear2close.us/7bd800cd-4939-46c9-b07b-8fa890bee9f3.css	C:/My%20Web%20Sites/real%20estate/hb.wpmucdn.com/clear2close.us/7bd800cd-4939-46c9-b07b-8fa890bee9f3.css	(from https://clear2close.us/)
22:33:52	85070/85070	---MCZ	200	added ('OK')	text/css	etag:W/%22c258cf53c533d30c3b7dd923a819e0d1%22	https://hb.wpmucdn.com/clear2close.us/b5a66c14-be1f-4ca4-afe6-5f3c805c9fc8.css	C:/My%20Web%20Sites/real%20estate/hb.wpmucdn.com/clear2close.us/b5a66c14-be1f-4ca4-afe6-5f3c805c9fc8.css	(from https://clear2close.us/)
22:33:54	100788/100788	---MCZ	200	added ('OK')	application/javascript	etag:W/%2214c615522741ad86edb3c081114d8cd4%22	https://hb.wpmucdn.com/clear2close.us/91bddb8c-9b74-4e88-9d37-e53c9f15d6d4.js	C:/My%20Web%20Sites/real%20estate/hb.wpmucdn.com/clear2close.us/91bddb8c-9b74-4e88-9d37-e53c9f15d6d4.js	(from https://clear2close.us/)
22:33:54	274008/274008	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263031ef6-42e58%22	https://clear2close.us/wp-content/themes/Divi/js/scripts.min.js	C:/My%20Web%20Sites/real%20estate/clear2close.us/wp-content/themes/Divi/js/scripts.min.js	(from https://clear2close.us/)
22:33:54	190751/190751	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Jan%202023%2017:04:13%20GMT	https://clear2close.us/continued-education/	C:/My%20Web%20Sites/real%20estate/clear2close.us/continued-education/index.html	(from https://clear2close.us/)
22:33:54	192146/192146	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Jan%202023%2017:04:14%20GMT	https://clear2close.us/privacy-policy/	C:/My%20Web%20Sites/real%20estate/clear2close.us/privacy-policy/index.html	(from https://clear2close.us/)
22:33:54	14030/14030	---MCZ	200	added ('OK')	application/javascript	etag:W/%2245caee95551e6faeed6fa7bcf6749311%22	https://hb.wpmucdn.com/clear2close.us/1dbc10b9-5f1d-47a5-9852-e3aa84674493.js	C:/My%20Web%20Sites/real%20estate/hb.wpmucdn.com/clear2close.us/1dbc10b9-5f1d-47a5-9852-e3aa84674493.js	(from https://clear2close.us/)
22:33:55	937/937	---MCZ	200	added ('OK')	application/javascript	etag:W/%226f4247c0a63e6d633b4cdde91927e70b%22	https://hb.wpmucdn.com/clear2close.us/7c5a8e41-a72e-40ef-bdf0-35a39beb0bb6.js	C:/My%20Web%20Sites/real%20estate/hb.wpmucdn.com/clear2close.us/7c5a8e41-a72e-40ef-bdf0-35a39beb0bb6.js	(from https://clear2close.us/)
22:33:55	158857/158857	---MCZ	200	added ('OK')	application/javascript	etag:W/%22383d2e61dce2ef04c573ca141a006fad%22	https://hb.wpmucdn.com/clear2close.us/b731a940-0f97-465b-92c4-6c2498ba6ced.js	C:/My%20Web%20Sites/real%20estate/hb.wpmucdn.com/clear2close.us/b731a940-0f97-465b-92c4-6c2498ba6ced.js	(from https://clear2close.us/)
22:33:56	169/169	---MCZ	200	added ('OK')	text/plain	date:Wed,%2004%20Jan%202023%2017:04:16%20GMT	http://clear2close.us/robots.txt		(from https://clear2close.us/)
22:33:57	165820/165820	---MCZ	200	added ('OK')	application/javascript	etag:W/%22172e60d1848c481a05fb913607ffcc45%22	https://hb.wpmucdn.com/clear2close.us/a21361a6-ee04-415a-93d7-af7b9569a0f7.js	C:/My%20Web%20Sites/real%20estate/hb.wpmucdn.com/clear2close.us/a21361a6-ee04-415a-93d7-af7b9569a0f7.js	(from https://clear2close.us/)
22:33:58	581890/581890	---M--	200	added ('OK')	image/jpeg	etag:%2263034fe7-8e102%22	https://clear2close.us/wp-content/uploads/2022/08/home-bg-scaled.jpg	C:/My%20Web%20Sites/real%20estate/clear2close.us/wp-content/uploads/2022/08/home-bg-scaled.jpg	(from https://clear2close.us/wp-content/et-cache/50475/et-core-unified-tb-50327-deferred-50475.min.css?ver=1672328044)
22:33:58	489378/489378	---MCZ	200	added ('OK')	text/css	etag:W/%2235392931031113aee9b0a02c1741bd36%22	https://hb.wpmucdn.com/clear2close.us/312f346b-83eb-43cb-97b6-3ae887ef13b1.css	C:/My%20Web%20Sites/real%20estate/hb.wpmucdn.com/clear2close.us/312f346b-83eb-43cb-97b6-3ae887ef13b1.css	(from https://clear2close.us/title-escrow/)
22:34:00	28229/28229	---MCZ	200	added ('OK')	application/json	date:Wed,%2004%20Jan%202023%2017:04:20%20GMT	https://clear2close.us/wp-json/wp/v2/pages/50651	C:/My%20Web%20Sites/real%20estate/clear2close.us/wp-json/wp/v2/pages/50651.json	(from https://clear2close.us/title-escrow/)
22:34:01	2446/2446	---MCZ	200	added ('OK')	application/json	date:Wed,%2004%20Jan%202023%2017:04:21%20GMT	https://clear2close.us/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fclear2close.us%2Ftitle-escrow%2F	C:/My%20Web%20Sites/real%20estate/clear2close.us/wp-json/oembed/1.0/embed9993.json	(from https://clear2close.us/title-escrow/)
22:34:01	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2004%20Jan%202023%2017:04:21%20GMT	https://clear2close.us/?p=50651	C:/My%20Web%20Sites/real%20estate/clear2close.us/indexc7fa.html	(from https://clear2close.us/title-escrow/)
22:34:02	2516/2516	---MCZ	200	added ('OK')	text/xml	date:Wed,%2004%20Jan%202023%2017:04:22%20GMT	https://clear2close.us/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fclear2close.us%2Ftitle-escrow%2F&format=xml	C:/My%20Web%20Sites/real%20estate/clear2close.us/wp-json/oembed/1.0/embedfd15	(from https://clear2close.us/title-escrow/)
22:34:03	2528/2528	---MCZ	200	added ('OK')	text/css	etag:W/%2263adb377-9e0%22	https://clear2close.us/wp-content/et-cache/50651/et-core-unified-50651.min.css?ver=1672328055	C:/My%20Web%20Sites/real%20estate/clear2close.us/wp-content/et-cache/50651/et-core-unified-50651.min82a0.css	(from https://clear2close.us/title-escrow/)
22:34:03	8826/8826	---MCZ	200	added ('OK')	text/css	etag:W/%2263adb378-227a%22	https://clear2close.us/wp-content/et-cache/50651/et-core-unified-tb-50327-deferred-50651.min.css?ver=1672328056	C:/My%20Web%20Sites/real%20estate/clear2close.us/wp-content/et-cache/50651/et-core-unified-tb-50327-deferred-50651.min398e.css	(from https://clear2close.us/title-escrow/)
22:34:03	239564/239564	---M--	200	added ('OK')	image/jpeg	etag:%2263345da0-3a7cc%22	https://clear2close.us/wp-content/uploads/2022/09/header-bg-image-02-scaled.jpg	C:/My%20Web%20Sites/real%20estate/clear2close.us/wp-content/uploads/2022/09/header-bg-image-02-scaled.jpg	(from https://clear2close.us/title-escrow/)
22:34:04	109927/109927	---M--	200	added ('OK')	image/jpeg	etag:%22630e602f-1ad67%22	https://clear2close.us/wp-content/uploads/2022/08/title-and-escrow-image-01.jpg	C:/My%20Web%20Sites/real%20estate/clear2close.us/wp-content/uploads/2022/08/title-and-escrow-image-01.jpg	(from https://clear2close.us/title-escrow/)
22:34:04	124055/124055	---M--	200	added ('OK')	image/jpeg	etag:%22630e5e86-1e497%22	https://clear2close.us/wp-content/uploads/2022/08/title-and-secrow-vertical.jpg	C:/My%20Web%20Sites/real%20estate/clear2close.us/wp-content/uploads/2022/08/title-and-secrow-vertical.jpg	(from https://clear2close.us/title-escrow/)
22:34:05	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2004%20Jan%202023%2017:04:24%20GMT	https://clear2close.us/contact-us	C:/My%20Web%20Sites/real%20estate/clear2close.us/contact-us	(from https://clear2close.us/title-escrow/)
22:34:05	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2004%20Jan%202023%2017:04:25%20GMT	https://clear2close.us/contact-us	C:/My%20Web%20Sites/real%20estate/clear2close.us/contact-us	(from https://clear2close.us/title-escrow/)
22:34:06	176087/176087	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a9bf399a2f2fa9e9531d377cadb818cc%22	https://hb.wpmucdn.com/clear2close.us/beaf8267-0dae-48eb-954e-148927417cd3.js	C:/My%20Web%20Sites/real%20estate/hb.wpmucdn.com/clear2close.us/beaf8267-0dae-48eb-954e-148927417cd3.js	(from https://clear2close.us/title-escrow/)
22:34:06	499875/499875	---MCZ	200	added ('OK')	text/css	etag:W/%2241a8c92f3d5df0eefb55298d68199e87%22	https://hb.wpmucdn.com/clear2close.us/fac9299f-2d97-44ef-ada3-cb95b93e1d16.css	C:/My%20Web%20Sites/real%20estate/hb.wpmucdn.com/clear2close.us/fac9299f-2d97-44ef-ada3-cb95b93e1d16.css	(from https://clear2close.us/survey-deletion-coverage/)
22:34:07	20982/20982	---MCZ	200	added ('OK')	application/json	date:Wed,%2004%20Jan%202023%2017:04:27%20GMT	https://clear2close.us/wp-json/wp/v2/pages/50670	C:/My%20Web%20Sites/real%20estate/clear2close.us/wp-json/wp/v2/pages/50670.json	(from https://clear2close.us/survey-deletion-coverage/)
22:34:08	2485/2485	---MCZ	200	added ('OK')	application/json	date:Wed,%2004%20Jan%202023%2017:04:27%20GMT	https://clear2close.us/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fclear2close.us%2Fsurvey-deletion-coverage%2F	C:/My%20Web%20Sites/real%20estate/clear2close.us/wp-json/oembed/1.0/embed7be0.json	(from https://clear2close.us/survey-deletion-coverage/)
22:34:08	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2004%20Jan%202023%2017:04:28%20GMT	https://clear2close.us/?p=50670	C:/My%20Web%20Sites/real%20estate/clear2close.us/index10d3.html	(from https://clear2close.us/survey-deletion-coverage/)
22:34:08	2558/2558	---MCZ	200	added ('OK')	text/xml	date:Wed,%2004%20Jan%202023%2017:04:28%20GMT	https://clear2close.us/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fclear2close.us%2Fsurvey-deletion-coverage%2F&format=xml	C:/My%20Web%20Sites/real%20estate/clear2close.us/wp-json/oembed/1.0/embedcd63	(from https://clear2close.us/survey-deletion-coverage/)
22:34:09	195226/195226	---M--	200	added ('OK')	image/jpeg	etag:%2263345d9c-2fa9a%22	https://clear2close.us/wp-content/uploads/2022/09/header-bg-image-01-scaled.jpg	C:/My%20Web%20Sites/real%20estate/clear2close.us/wp-content/uploads/2022/09/header-bg-image-01-scaled.jpg	(from https://clear2close.us/survey-deletion-coverage/)
22:34:09	2528/2528	---MCZ	200	added ('OK')	text/css	etag:W/%2263adaafd-9e0%22	https://clear2close.us/wp-content/et-cache/50670/et-core-unified-50670.min.css?ver=1672325885	C:/My%20Web%20Sites/real%20estate/clear2close.us/wp-content/et-cache/50670/et-core-unified-50670.min058f.css	(from https://clear2close.us/survey-deletion-coverage/)
22:34:09	15040/15040	---MCZ	200	added ('OK')	text/css	etag:W/%2263adaafd-3ac0%22	https://clear2close.us/wp-content/et-cache/50670/et-core-unified-tb-50327-deferred-50670.min.css?ver=1672325885	C:/My%20Web%20Sites/real%20estate/clear2close.us/wp-content/et-cache/50670/et-core-unified-tb-50327-deferred-50670.min058f.css	(from https://clear2close.us/survey-deletion-coverage/)
22:34:10	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2004%20Jan%202023%2017:04:30%20GMT	https://clear2close.us/contact-us	C:/My%20Web%20Sites/real%20estate/clear2close.us/contact-us	(from https://clear2close.us/survey-deletion-coverage/)
22:34:12	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2004%20Jan%202023%2017:04:32%20GMT	https://clear2close.us/contact-us	C:/My%20Web%20Sites/real%20estate/clear2close.us/contact-us	(from https://clear2close.us/survey-deletion-coverage/)
22:34:13	489378/489378	---MCZ	200	added ('OK')	text/css	etag:W/%2235392931031113aee9b0a02c1741bd36%22	https://hb.wpmucdn.com/clear2close.us/b28431f8-2888-420b-93f4-becc2f92bdf7.css	C:/My%20Web%20Sites/real%20estate/hb.wpmucdn.com/clear2close.us/b28431f8-2888-420b-93f4-becc2f92bdf7.css	(from https://clear2close.us/texas-endorsement-explained/)
22:34:14	52312/52312	---MCZ	200	added ('OK')	application/json	date:Wed,%2004%20Jan%202023%2017:04:33%20GMT	https://clear2close.us/wp-json/wp/v2/pages/50676	C:/My%20Web%20Sites/real%20estate/clear2close.us/wp-json/wp/v2/pages/50676.json	(from https://clear2close.us/texas-endorsement-explained/)
22:34:14	2500/2500	---MCZ	200	added ('OK')	application/json	date:Wed,%2004%20Jan%202023%2017:04:34%20GMT	https://clear2close.us/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fclear2close.us%2Ftexas-endorsement-explained%2F	C:/My%20Web%20Sites/real%20estate/clear2close.us/wp-json/oembed/1.0/embedf114.json	(from https://clear2close.us/texas-endorsement-explained/)
22:34:14	2573/2573	---MCZ	200	added ('OK')	text/xml	date:Wed,%2004%20Jan%202023%2017:04:34%20GMT	https://clear2close.us/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fclear2close.us%2Ftexas-endorsement-explained%2F&format=xml	C:/My%20Web%20Sites/real%20estate/clear2close.us/wp-json/oembed/1.0/embedc756	(from https://clear2close.us/texas-endorsement-explained/)
22:34:15	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2004%20Jan%202023%2017:04:34%20GMT	https://clear2close.us/?p=50676	C:/My%20Web%20Sites/real%20estate/clear2close.us/index4fe3.html	(from https://clear2close.us/texas-endorsement-explained/)
22:34:15	99460/99460	---M--	200	added ('OK')	image/jpeg	etag:%2263345d9a-18484%22	https://clear2close.us/wp-content/uploads/2022/09/header-bg-image-05-scaled.jpg	C:/My%20Web%20Sites/real%20estate/clear2close.us/wp-content/uploads/2022/09/header-bg-image-05-scaled.jpg	(from https://clear2close.us/texas-endorsement-explained/)
